EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,JobSatisfaction,WorkLifeBalance,JobInvolvement,TenureCategory,SalaryCategory
207,22,0,Rarely,"Research & Development",5,3,"Life Sciences",M,"Research Scientist",D,2328,1,1,4,4,2,2,4,Medium-Term,Low
208,36,0,Frequently,"Research & Development",18,1,Medical,F,"Laboratory Technician",S,2153,1,0,8,8,4,3,3,Long-Term,Low
209,40,0,"No Travel","Research & Development",9,5,"Life Sciences",M,"Healthcare Representative",M,4876,9,0,5,3,4,1,2,Medium-Term,Medium
210,46,0,Rarely,"Research & Development",1,4,Medical,M,"Healthcare Representative",D,9396,7,0,17,4,1,3,3,Medium-Term,High
211,32,1,Rarely,Sales,4,4,Medical,M,"Sales Executive",M,10400,1,0,14,14,4,2,1,Long-Term,High
212,30,0,"No Travel","Research & Development",1,1,"Life Sciences",M,"Manufacturing Director",S,8474,1,0,12,11,3,3,2,Long-Term,High
213,27,0,Frequently,Sales,20,3,"Life Sciences",F,"Sales Executive",S,9981,1,0,7,7,3,3,3,Medium-Term,High
214,51,0,Rarely,"Research & Development",8,4,"Life Sciences",M,"Research Director",M,12490,5,0,16,10,2,1,2,Long-Term,High
215,30,1,Rarely,"Research & Development",3,3,"Technical Degree",F,"Research Scientist",S,2657,5,1,8,5,1,3,3,Medium-Term,Low
216,41,0,Rarely,Sales,6,3,"Life Sciences",F,Manager,S,13591,3,1,16,1,4,3,3,Short-Term,High
217,30,1,Frequently,Sales,26,4,Marketing,F,"Sales Executive",S,6696,5,0,9,6,1,2,2,Medium-Term,Medium
218,29,1,Rarely,"Research & Development",1,3,"Technical Degree",M,"Research Scientist",S,2058,0,0,7,6,3,2,3,Medium-Term,Low
219,45,0,"No Travel",Sales,6,3,Medical,F,"Sales Executive",S,8865,6,0,23,19,4,3,2,Long-Term,High
220,54,0,Rarely,Sales,3,3,Marketing,F,"Sales Executive",M,5940,2,0,16,6,1,3,3,Medium-Term,Medium
221,36,0,Rarely,"Research & Development",5,2,"Life Sciences",M,"Laboratory Technician",S,5914,8,0,16,13,2,4,3,Long-Term,Medium
222,33,0,Rarely,"Research & Development",4,4,Medical,F,"Research Scientist",M,2622,6,0,7,3,2,3,2,Medium-Term,Low
223,37,0,Frequently,"Research & Development",11,3,Other,M,"Research Director",D,12185,1,1,10,10,4,3,3,Long-Term,High
224,38,0,Rarely,Sales,3,3,"Life Sciences",M,"Sales Executive",D,10609,0,0,17,16,3,2,3,Long-Term,High
225,31,0,"No Travel","Research & Development",1,4,Medical,M,"Manufacturing Director",M,4345,0,0,6,5,3,3,1,Medium-Term,Medium
226,59,0,Rarely,"Research & Development",3,3,"Life Sciences",M,"Research Scientist",M,2177,3,0,7,1,4,3,2,Short-Term,Low
227,37,0,Frequently,Sales,4,4,Marketing,M,"Sales Representative",D,2793,4,0,13,9,4,3,3,Long-Term,Low
228,29,0,Frequently,Sales,1,1,Medical,F,"Sales Executive",M,7918,1,0,11,11,4,3,3,Long-Term,Medium
229,35,0,Frequently,Sales,1,3,Marketing,F,"Sales Executive",S,8789,1,0,10,10,3,4,3,Long-Term,High
230,29,1,Rarely,"Research & Development",18,1,Medical,M,"Research Scientist",S,2389,1,1,4,4,4,2,2,Medium-Term,Low
231,52,0,Rarely,"Research & Development",2,3,"Life Sciences",F,"Laboratory Technician",S,3212,7,0,6,2,4,2,2,Short-Term,Medium
232,42,0,Rarely,"Research & Development",4,2,"Technical Degree",M,Manager,M,19232,1,0,22,22,4,3,3,Long-Term,High
233,59,0,Rarely,"Human Resources",6,2,Medical,M,"Human Resources",M,2267,8,0,7,2,3,2,3,Short-Term,Low
234,50,0,Rarely,Sales,1,4,Medical,F,Manager,D,19509,3,0,32,7,4,2,3,Medium-Term,High
235,33,1,Rarely,"Research & Development",14,3,Medical,M,"Laboratory Technician",M,2436,5,1,8,5,4,1,3,Medium-Term,Low
236,43,0,Rarely,Sales,16,3,Marketing,F,Manager,M,16064,5,1,22,17,4,3,3,Long-Term,High
237,33,1,Rarely,"Research & Development",2,2,"Life Sciences",F,"Laboratory Technician",M,2707,7,0,13,9,1,4,3,Long-Term,Low
238,52,0,"No Travel",Sales,2,4,"Life Sciences",M,Manager,S,19068,1,1,33,33,3,4,2,Long-Term,High
239,32,0,Rarely,Sales,4,2,"Life Sciences",F,"Sales Representative",M,3931,2,0,6,4,2,3,3,Medium-Term,Medium
240,32,1,Rarely,"Research & Development",1,3,"Life Sciences",M,"Laboratory Technician",S,3730,0,1,4,3,3,1,2,Medium-Term,Medium
241,39,0,Rarely,"Research & Development",1,4,Medical,F,"Laboratory Technician",D,2232,7,0,7,3,3,3,3,Medium-Term,Low
242,32,0,"No Travel",Sales,26,4,Marketing,M,"Sales Executive",M,4465,0,0,4,3,4,3,3,Medium-Term,Medium
243,41,0,Rarely,"Research & Development",19,2,"Life Sciences",M,"Research Scientist",D,3072,2,0,17,1,1,2,3,Short-Term,Medium
244,40,0,Rarely,"Research & Development",24,2,"Technical Degree",M,"Research Scientist",D,3319,1,0,9,9,4,3,3,Long-Term,Medium
245,45,0,Rarely,"Research & Development",1,3,Other,M,Manager,M,19202,0,0,25,24,4,3,4,Long-Term,High
246,31,0,Frequently,"Research & Development",3,4,Medical,M,"Research Director",D,13675,9,0,9,2,3,3,3,Short-Term,High
247,33,0,Rarely,"Research & Development",5,4,"Life Sciences",F,"Research Scientist",M,2911,1,0,2,2,4,2,2,Short-Term,Low
248,34,0,Rarely,"Research & Development",2,4,"Life Sciences",M,"Manufacturing Director",M,5957,6,0,13,11,1,3,2,Long-Term,Medium
249,37,0,Rarely,"Research & Development",1,2,Medical,F,"Research Scientist",M,3920,2,0,17,3,1,2,2,Medium-Term,Medium
250,45,0,Frequently,"Research & Development",7,4,"Life Sciences",M,"Manufacturing Director",M,6434,4,0,9,3,3,3,4,Medium-Term,Medium
251,37,1,Frequently,"Research & Development",10,3,Medical,M,"Manufacturing Director",D,10048,6,0,17,1,3,3,3,Short-Term,High
252,39,0,Frequently,"Research & Development",2,4,"Technical Degree",F,"Healthcare Representative",S,10938,0,0,20,19,3,3,3,Long-Term,High
253,29,0,Rarely,"Research & Development",15,3,"Life Sciences",M,"Research Scientist",S,2340,1,0,6,6,4,3,3,Medium-Term,Low
254,42,0,Rarely,"Research & Development",17,2,"Life Sciences",F,"Research Scientist",S,6545,3,1,10,3,1,3,4,Medium-Term,Medium
255,29,0,Rarely,Sales,20,2,Marketing,M,"Sales Executive",D,6931,2,0,10,3,4,3,3,Medium-Term,Medium
256,25,0,Rarely,"Research & Development",1,3,"Life Sciences",F,"Manufacturing Director",M,4898,0,0,5,4,3,3,3,Medium-Term,Medium
257,42,0,Rarely,"Research & Development",2,3,Medical,F,"Laboratory Technician",D,2593,0,1,10,9,1,3,2,Long-Term,Low
258,40,0,Rarely,"Research & Development",2,2,Medical,M,"Research Director",D,19436,0,0,22,21,3,3,3,Long-Term,High
259,51,0,Rarely,"Research & Development",1,3,"Life Sciences",M,"Research Scientist",M,2723,1,0,1,1,4,2,3,Short-Term,Low
260,31,1,Frequently,"Research & Development",29,2,Medical,M,"Laboratory Technician",S,3479,0,0,6,5,2,4,2,Medium-Term,Medium
261,32,0,Frequently,"Research & Development",7,3,"Life Sciences",M,"Laboratory Technician",M,2794,1,0,5,5,2,1,4,Medium-Term,Low
262,38,0,"No Travel",Sales,2,2,"Life Sciences",M,"Sales Executive",M,5249,3,0,13,8,4,3,2,Long-Term,Medium
263,32,0,Rarely,"Research & Development",2,1,"Technical Degree",M,"Laboratory Technician",S,2176,4,0,9,6,1,3,2,Medium-Term,Low
264,46,0,Rarely,Sales,2,3,"Technical Degree",F,Manager,M,16872,3,1,28,7,2,2,1,Medium-Term,High
265,28,1,Rarely,"Research & Development",2,4,"Life Sciences",M,"Laboratory Technician",S,3485,2,0,5,0,3,1,3,Short-Term,Medium
266,29,0,Rarely,Sales,2,3,Medical,M,"Sales Executive",M,6644,2,0,10,0,2,3,2,Short-Term,Medium
267,31,0,Rarely,"Research & Development",23,3,Medical,M,"Healthcare Representative",M,5582,0,0,10,9,4,3,2,Long-Term,Medium
268,25,0,"No Travel","Research & Development",5,2,"Life Sciences",M,"Healthcare Representative",D,4000,1,0,6,6,1,3,4,Medium-Term,Medium
269,45,0,Rarely,"Research & Development",20,2,Medical,M,"Healthcare Representative",M,13496,0,1,21,20,4,3,3,Long-Term,High
270,36,0,Rarely,"Research & Development",6,3,"Life Sciences",M,"Laboratory Technician",M,3210,0,0,16,15,4,3,3,Long-Term,Medium
271,55,0,Rarely,"Research & Development",1,3,Medical,M,Manager,S,19045,0,1,37,36,1,3,3,Long-Term,High
272,47,1,"No Travel","Research & Development",29,4,"Life Sciences",M,Manager,M,11849,1,1,10,10,2,2,3,Long-Term,High
273,28,0,Rarely,"Research & Development",9,3,Medical,M,"Research Scientist",M,2070,1,0,5,5,4,2,3,Medium-Term,Low
274,37,0,Rarely,Sales,6,4,Medical,M,"Sales Executive",M,6502,4,0,7,5,4,4,3,Medium-Term,Medium
275,21,0,Rarely,"Research & Development",3,2,Medical,M,"Research Scientist",S,3230,1,0,3,3,3,4,2,Medium-Term,Medium
276,37,0,"No Travel","Research & Development",1,4,Medical,F,"Research Director",D,13603,2,1,15,5,4,3,3,Medium-Term,High
277,35,0,Rarely,"Research & Development",22,3,"Life Sciences",F,Manager,D,11996,7,0,10,7,2,2,4,Medium-Term,High
278,38,0,Rarely,Sales,7,2,Medical,F,"Sales Executive",D,5605,1,1,8,8,1,3,4,Long-Term,Medium
279,26,0,Frequently,"Research & Development",1,3,"Life Sciences",F,"Manufacturing Director",D,6397,1,0,6,6,2,1,3,Medium-Term,Medium
280,50,0,Rarely,"Research & Development",4,1,"Life Sciences",M,"Research Director",D,19144,3,0,28,10,2,2,3,Long-Term,High
281,53,0,Rarely,"Research & Development",3,4,Medical,M,"Research Director",M,17584,3,1,21,5,3,2,3,Medium-Term,High
282,42,0,Rarely,Sales,1,1,"Life Sciences",M,"Sales Executive",M,4907,1,0,20,20,3,3,3,Long-Term,Medium
283,29,0,Frequently,Sales,2,2,"Life Sciences",M,"Sales Executive",S,4554,1,0,10,10,4,2,3,Long-Term,Medium
284,55,0,Rarely,"Research & Development",20,2,"Technical Degree",M,"Laboratory Technician",M,5415,3,1,12,10,4,3,3,Long-Term,Medium
285,26,0,Frequently,"Research & Development",11,2,Medical,M,"Healthcare Representative",M,4741,1,1,5,5,1,3,3,Medium-Term,Medium
286,37,0,Rarely,"Research & Development",1,3,"Life Sciences",F,"Research Scientist",S,2115,1,0,17,17,4,3,3,Long-Term,Low
287,44,1,Frequently,"Research & Development",24,3,"Life Sciences",M,"Laboratory Technician",D,3161,3,1,19,1,3,1,3,Short-Term,Medium
288,38,0,Rarely,"Research & Development",23,4,"Life Sciences",M,"Healthcare Representative",D,5745,9,0,10,2,4,3,3,Short-Term,Medium
289,26,1,Rarely,"Research & Development",16,4,Medical,M,"Laboratory Technician",D,2373,2,1,5,3,2,3,3,Medium-Term,Low
290,28,0,Rarely,"Research & Development",8,2,"Life Sciences",F,"Research Scientist",S,3310,1,0,5,5,4,3,3,Medium-Term,Medium
291,49,0,Frequently,"Research & Development",10,4,"Life Sciences",F,"Research Director",S,18665,9,1,22,3,1,3,3,Medium-Term,High
292,36,0,Rarely,"Research & Development",3,3,"Technical Degree",M,"Research Scientist",S,4485,4,0,10,8,2,3,3,Long-Term,Medium
293,31,0,Frequently,Sales,5,3,Marketing,F,"Sales Representative",D,2789,1,0,2,2,2,2,3,Short-Term,Low
294,26,1,Rarely,Sales,4,4,Marketing,M,"Sales Executive",S,5828,1,1,8,8,4,3,2,Long-Term,Medium
295,37,0,Frequently,"Research & Development",9,3,Medical,M,"Research Scientist",M,2326,1,1,4,4,4,2,3,Medium-Term,Low
296,42,0,Frequently,Sales,26,3,Marketing,F,"Sales Executive",M,13525,5,0,23,20,2,4,3,Long-Term,High
297,18,1,Rarely,"Research & Development",3,3,"Life Sciences",M,"Laboratory Technician",S,1420,1,0,0,0,3,3,3,Short-Term,Low
298,35,0,Rarely,Sales,16,3,Marketing,M,"Sales Executive",M,8020,0,0,12,11,2,2,3,Long-Term,High
299,36,0,Frequently,"Research & Development",18,4,"Life Sciences",M,"Laboratory Technician",M,3688,4,0,4,1,4,3,4,Short-Term,Medium
300,51,0,Rarely,"Research & Development",2,3,Medical,M,"Manufacturing Director",D,5482,5,0,13,4,2,3,1,Medium-Term,Medium
301,41,0,Rarely,Sales,2,4,"Life Sciences",M,Manager,S,16015,1,0,22,22,2,3,3,Long-Term,High
302,18,0,Rarely,Sales,10,3,Medical,F,"Sales Representative",S,1200,1,0,0,0,3,3,2,Short-Term,Low
303,28,0,Rarely,"Research & Development",16,2,Medical,M,"Healthcare Representative",S,5661,0,0,9,8,1,3,4,Long-Term,Medium
304,31,0,Rarely,Sales,7,3,"Technical Degree",M,"Sales Executive",M,6929,4,0,10,8,4,2,4,Long-Term,Medium
305,39,0,Rarely,"Research & Development",1,3,Medical,M,"Healthcare Representative",D,9613,0,0,19,18,4,2,4,Long-Term,High
306,36,0,"No Travel","Research & Development",24,4,"Life Sciences",F,"Laboratory Technician",M,5674,7,0,11,9,2,3,3,Long-Term,Medium
307,32,0,Rarely,Sales,7,3,"Life Sciences",M,"Sales Executive",M,5484,1,0,13,13,3,2,2,Long-Term,Medium
308,38,0,Rarely,"Research & Development",25,2,"Life Sciences",F,"Research Director",M,12061,3,0,19,10,2,3,2,Long-Term,High
309,58,0,"No Travel","Research & Development",1,4,"Life Sciences",M,"Healthcare Representative",D,5660,2,1,12,5,3,3,1,Medium-Term,Medium
310,31,0,Rarely,"Research & Development",5,4,"Technical Degree",M,"Research Scientist",M,4821,0,1,6,5,4,3,3,Medium-Term,Medium
311,31,0,Rarely,"Human Resources",2,3,"Human Resources",M,"Human Resources",M,6410,3,0,9,2,1,3,2,Short-Term,Medium
312,45,0,Frequently,"Research & Development",7,3,"Life Sciences",M,"Laboratory Technician",D,5210,1,0,24,24,1,3,3,Long-Term,Medium
313,31,0,Rarely,"Research & Development",2,4,"Life Sciences",M,"Research Scientist",D,2695,0,1,3,2,4,1,3,Short-Term,Low
314,33,0,Frequently,"Research & Development",5,4,"Life Sciences",F,Manager,M,11878,6,0,12,10,2,3,3,Long-Term,High
315,39,0,Rarely,"Research & Development",10,1,Medical,M,Manager,M,17068,1,1,21,21,1,3,3,Long-Term,High
316,43,0,Frequently,"Research & Development",10,4,"Life Sciences",F,"Laboratory Technician",S,2455,0,0,9,8,4,3,3,Long-Term,Low
317,49,0,Rarely,"Research & Development",1,2,"Technical Degree",F,"Healthcare Representative",S,13964,7,1,25,7,3,3,2,Medium-Term,High
318,52,1,Rarely,"Research & Development",8,4,Medical,M,"Research Scientist",M,4941,2,0,11,8,2,2,2,Long-Term,Medium
319,27,0,Rarely,"Research & Development",5,3,"Life Sciences",F,"Research Scientist",S,2478,1,1,4,4,2,2,3,Medium-Term,Low
320,32,0,Rarely,Sales,8,2,"Technical Degree",F,"Sales Executive",M,5228,1,1,13,13,2,3,2,Long-Term,Medium
321,27,0,Rarely,Sales,2,3,"Life Sciences",M,"Sales Executive",S,4478,1,1,5,5,3,3,3,Medium-Term,Medium
322,31,0,Rarely,Sales,7,3,Marketing,M,"Sales Executive",D,7547,4,0,13,7,4,3,3,Medium-Term,Medium
323,32,0,Rarely,"Research & Development",2,4,Medical,F,"Research Scientist",S,5055,7,0,10,7,4,2,4,Medium-Term,Medium
324,28,1,Rarely,"Research & Development",2,4,Medical,M,"Research Scientist",M,3464,5,1,5,3,4,2,1,Medium-Term,Medium
325,30,0,Rarely,"Research & Development",28,2,Medical,F,"Research Scientist",M,5775,1,0,11,10,4,3,3,Long-Term,Medium
326,31,0,Frequently,"Research & Development",7,2,"Life Sciences",F,"Manufacturing Director",M,8943,1,0,10,10,3,3,2,Long-Term,High
327,39,0,Frequently,"Research & Development",7,2,Medical,M,Manager,M,19272,1,0,21,21,4,3,2,Long-Term,High
328,39,1,Rarely,Sales,3,2,Medical,F,"Sales Executive",M,5238,4,1,12,1,3,2,3,Short-Term,Medium
329,33,0,Frequently,Sales,10,3,Marketing,M,"Sales Executive",S,4682,3,0,9,7,4,2,2,Medium-Term,Medium
330,47,0,Rarely,"Research & Development",5,5,"Life Sciences",M,"Research Director",M,18300,4,0,21,3,3,3,3,Medium-Term,High
331,43,0,Frequently,"Research & Development",10,4,"Life Sciences",F,"Laboratory Technician",D,5257,1,0,9,9,3,4,2,Long-Term,Medium
332,27,0,"No Travel",Sales,1,1,Marketing,M,"Sales Executive",M,6349,0,1,6,5,2,3,3,Medium-Term,Medium
333,54,0,Frequently,"Research & Development",20,4,"Life Sciences",F,"Research Scientist",S,4869,3,0,20,4,3,2,3,Medium-Term,Medium
334,43,0,Rarely,"Research & Development",7,3,"Life Sciences",F,"Healthcare Representative",M,9985,8,0,10,1,1,2,3,Short-Term,High
335,45,0,Rarely,"Research & Development",8,4,Other,M,"Research Scientist",M,3697,9,0,12,10,4,3,3,Long-Term,Medium
336,40,0,Rarely,Sales,1,2,Medical,M,"Sales Executive",M,7457,2,1,6,4,4,2,1,Medium-Term,Medium
337,29,1,Rarely,"Research & Development",8,4,Other,M,"Laboratory Technician",M,2119,1,1,7,7,1,2,1,Medium-Term,Low
338,29,0,Rarely,"Research & Development",9,5,Other,M,"Laboratory Technician",S,3983,0,0,4,3,4,3,2,Medium-Term,Medium
339,30,0,Rarely,Sales,5,3,Marketing,F,"Sales Executive",D,6118,1,0,10,10,3,3,2,Long-Term,Medium
340,27,0,Rarely,Sales,8,4,Marketing,F,"Sales Executive",M,6214,1,0,8,8,2,3,3,Long-Term,Medium
341,37,0,Rarely,"Research & Development",5,2,Medical,M,"Manufacturing Director",D,6347,7,0,8,6,4,2,3,Medium-Term,Medium
342,38,0,Rarely,"Research & Development",15,2,"Life Sciences",M,"Research Director",D,11510,0,1,12,11,4,3,2,Long-Term,High
343,31,0,Rarely,"Research & Development",7,4,Medical,F,"Manufacturing Director",S,7143,1,1,11,11,4,2,3,Long-Term,Medium
344,29,0,Rarely,Sales,10,1,Marketing,F,"Sales Executive",D,8268,1,1,7,7,2,3,2,Medium-Term,High
345,35,0,Rarely,"Research & Development",5,4,"Technical Degree",M,"Manufacturing Director",S,8095,0,0,17,16,2,3,3,Long-Term,High
346,23,0,Rarely,"Research & Development",26,1,"Life Sciences",M,"Research Scientist",D,2904,1,0,4,4,4,2,3,Medium-Term,Low
347,41,0,Rarely,"Research & Development",6,3,Medical,M,"Manufacturing Director",S,6032,6,1,8,5,2,3,2,Medium-Term,Medium
348,47,0,Frequently,Sales,4,1,Medical,M,"Sales Representative",S,2976,3,0,5,0,3,3,3,Short-Term,Low
349,42,0,Rarely,"Research & Development",23,5,"Life Sciences",F,"Research Director",S,15992,2,0,16,1,4,3,3,Short-Term,High
350,29,0,"No Travel",Sales,2,3,"Life Sciences",M,"Sales Executive",M,4649,1,0,4,4,3,2,3,Medium-Term,Medium
351,42,0,Rarely,"Human Resources",2,1,"Technical Degree",M,"Human Resources",D,2696,0,1,4,3,3,3,3,Medium-Term,Low
352,32,0,Rarely,"Research & Development",2,3,Medical,F,"Laboratory Technician",M,2370,1,0,8,8,2,3,3,Long-Term,Low
353,48,0,Rarely,Sales,29,1,Medical,F,Manager,M,12504,3,0,15,0,3,1,3,Short-Term,High
354,37,0,Rarely,"Research & Development",6,3,Medical,M,"Research Scientist",D,5974,4,1,13,7,1,3,4,Medium-Term,Medium
355,30,0,"No Travel",Sales,25,2,"Technical Degree",F,"Sales Executive",M,4736,7,1,4,2,3,4,3,Short-Term,Medium
356,26,0,Rarely,Sales,1,3,"Life Sciences",M,"Sales Executive",M,5296,1,0,8,8,3,3,3,Long-Term,Medium
357,42,0,Rarely,"Research & Development",2,4,Other,M,"Healthcare Representative",S,6781,3,0,14,1,4,3,2,Short-Term,Medium
358,21,1,Frequently,Sales,1,1,"Technical Degree",F,"Sales Representative",S,2174,1,1,3,3,2,3,2,Medium-Term,Low
359,36,0,"No Travel",Sales,1,5,Medical,F,"Sales Executive",S,6653,4,0,7,1,4,3,3,Short-Term,Medium
360,36,0,Frequently,Sales,3,4,Medical,M,"Sales Executive",M,9699,4,0,16,13,4,3,2,Long-Term,High
361,57,0,Rarely,"Research & Development",1,4,Medical,M,"Healthcare Representative",M,6755,2,0,15,3,3,3,3,Medium-Term,Medium
362,40,0,Rarely,"Research & Development",10,4,"Life Sciences",F,"Laboratory Technician",M,2213,3,1,10,7,3,3,4,Medium-Term,Low
363,21,0,"No Travel",Sales,9,2,Medical,M,"Sales Representative",S,2610,1,0,3,3,4,2,3,Medium-Term,Low
364,33,1,Rarely,Sales,5,3,Marketing,F,"Sales Representative",S,2851,1,1,1,1,3,3,3,Short-Term,Low
365,37,0,Rarely,"Research & Development",10,3,Medical,F,"Laboratory Technician",M,3452,6,0,17,5,1,3,3,Medium-Term,Medium
366,46,0,"No Travel","Research & Development",7,4,Medical,F,"Manufacturing Director",M,5258,2,0,7,1,3,4,3,Short-Term,Medium
367,41,1,Frequently,Sales,4,3,Marketing,M,"Sales Executive",S,9355,1,0,8,8,2,3,3,Long-Term,High
368,50,0,Rarely,"Research & Development",10,3,"Technical Degree",M,"Healthcare Representative",S,10496,6,0,20,4,4,3,2,Medium-Term,High
369,40,1,Rarely,Sales,22,2,Marketing,M,"Sales Executive",M,6380,2,1,8,6,3,3,2,Medium-Term,Medium
370,31,0,Rarely,"Research & Development",9,4,"Life Sciences",M,"Research Scientist",S,2657,0,1,3,2,2,3,2,Short-Term,Low
371,21,1,Rarely,Sales,12,3,"Life Sciences",F,"Sales Representative",S,2716,1,0,1,1,2,3,4,Short-Term,Low
372,29,0,Rarely,"Research & Development",23,3,"Life Sciences",M,"Research Scientist",S,2201,9,0,6,3,4,3,3,Medium-Term,Low
373,35,0,Rarely,"Research & Development",9,4,"Life Sciences",M,"Healthcare Representative",S,6540,9,0,10,1,2,3,2,Short-Term,Medium
374,27,0,Rarely,"Research & Development",1,2,Medical,M,"Laboratory Technician",D,3816,1,0,5,5,2,3,3,Medium-Term,Medium
375,28,0,Rarely,Sales,9,4,"Life Sciences",M,"Sales Executive",S,5253,1,0,7,7,4,3,3,Medium-Term,Medium
376,49,0,Rarely,"Research & Development",7,3,Other,M,"Healthcare Representative",S,10965,8,0,26,5,3,3,2,Medium-Term,High
377,51,0,Rarely,Sales,14,2,"Life Sciences",F,"Sales Executive",M,4936,4,0,18,7,4,2,3,Medium-Term,Medium
378,36,0,Rarely,"Research & Development",2,3,"Life Sciences",F,"Research Scientist",M,2543,4,0,6,2,3,3,3,Short-Term,Low
379,34,1,"No Travel",Sales,19,3,Marketing,M,"Sales Executive",S,5304,8,1,9,5,4,2,4,Medium-Term,Medium
380,55,0,Rarely,"Research & Development",2,3,"Life Sciences",F,Manager,S,16659,2,1,30,5,4,3,3,Medium-Term,High
381,24,0,Rarely,Sales,10,4,Marketing,F,"Sales Executive",D,4260,1,1,5,5,3,4,3,Medium-Term,Medium
382,30,0,Rarely,Sales,2,1,"Technical Degree",M,"Sales Representative",M,2476,1,0,1,1,2,3,3,Short-Term,Low
383,26,1,Frequently,"Research & Development",3,1,"Technical Degree",M,"Research Scientist",S,3102,0,0,7,6,1,3,3,Medium-Term,Medium
384,22,0,Rarely,"Research & Development",11,3,Medical,F,"Research Scientist",M,2244,1,0,2,2,2,3,3,Short-Term,Low
385,36,0,Rarely,Sales,2,2,Medical,M,"Sales Executive",M,7596,1,0,10,10,3,3,2,Long-Term,Medium
386,30,1,Frequently,"Research & Development",4,3,"Technical Degree",M,"Research Scientist",S,2285,9,1,3,1,4,3,3,Short-Term,Low
387,37,0,Rarely,"Research & Development",14,3,"Life Sciences",F,"Laboratory Technician",D,3034,1,0,18,18,1,2,3,Long-Term,Medium
388,40,0,Rarely,Sales,2,2,Marketing,F,"Sales Executive",D,5715,7,0,8,5,2,3,3,Medium-Term,Medium
389,42,0,Rarely,"Research & Development",1,4,"Life Sciences",F,"Laboratory Technician",D,2576,3,0,8,5,1,3,3,Medium-Term,Low
390,37,0,Rarely,"Research & Development",10,4,"Life Sciences",M,"Manufacturing Director",S,4197,2,1,18,1,2,2,3,Short-Term,Medium
391,43,0,Rarely,"Research & Development",12,3,"Life Sciences",M,"Research Director",D,14336,1,0,25,25,2,3,2,Long-Term,High
392,40,0,Rarely,"Research & Development",2,3,Medical,F,"Laboratory Technician",M,3448,6,0,20,1,3,3,2,Short-Term,Medium
393,54,0,Rarely,"Research & Development",5,2,Medical,M,"Research Director",M,19406,4,0,24,4,1,2,3,Medium-Term,High
394,34,0,"No Travel",Sales,4,4,Marketing,F,"Sales Executive",M,6538,9,0,6,3,3,3,3,Medium-Term,Medium
395,31,0,Rarely,"Research & Development",7,2,Medical,F,"Manufacturing Director",M,4306,1,0,13,13,1,1,3,Long-Term,Medium
396,43,0,Frequently,"Research & Development",21,3,Medical,M,"Laboratory Technician",M,2258,7,0,8,3,4,3,3,Medium-Term,Low
397,43,0,Rarely,"Research & Development",8,4,Other,F,"Healthcare Representative",D,4522,4,1,8,5,3,3,3,Medium-Term,Medium
398,25,0,Rarely,Sales,4,2,"Life Sciences",F,"Sales Executive",S,4487,1,1,5,5,4,3,2,Medium-Term,Medium
399,37,0,"No Travel","Research & Development",25,5,Medical,F,"Research Scientist",M,4449,3,1,15,13,3,3,3,Long-Term,Medium
400,31,0,Rarely,"Research & Development",1,2,"Life Sciences",M,"Laboratory Technician",M,2218,1,0,4,4,1,3,2,Medium-Term,Low
401,39,0,Frequently,"Research & Development",1,1,"Life Sciences",M,Manager,D,19197,1,1,21,21,3,3,3,Long-Term,High
402,56,0,Frequently,Sales,6,3,"Life Sciences",F,"Sales Executive",M,13212,9,0,36,7,1,2,4,Medium-Term,High
403,30,0,Rarely,Sales,12,3,"Technical Degree",F,"Sales Executive",S,6577,0,0,6,5,3,3,3,Medium-Term,Medium
404,41,0,Rarely,Sales,1,3,Marketing,M,"Sales Executive",M,8392,1,0,10,10,1,3,4,Long-Term,High
405,28,0,Rarely,"Research & Development",17,2,Medical,M,"Laboratory Technician",D,4558,1,0,10,10,1,3,3,Long-Term,Medium
406,25,1,Rarely,"Research & Development",3,3,Medical,M,"Laboratory Technician",M,4031,5,0,6,2,1,3,3,Short-Term,Medium
407,52,0,Rarely,"Research & Development",3,3,Medical,M,"Manufacturing Director",M,7969,2,1,28,5,3,3,2,Medium-Term,Medium
408,45,0,Rarely,"Research & Development",10,2,"Life Sciences",M,"Research Scientist",M,2654,3,0,8,2,4,2,3,Short-Term,Low
409,52,0,Rarely,"Research & Development",4,2,"Life Sciences",F,Manager,M,16555,2,0,31,5,4,1,3,Medium-Term,High
410,42,0,Frequently,"Research & Development",29,2,"Life Sciences",F,"Research Scientist",D,4556,2,0,19,5,3,3,3,Medium-Term,Medium
411,30,0,Rarely,"Research & Development",2,3,"Life Sciences",F,"Manufacturing Director",S,6091,2,0,11,5,4,3,1,Medium-Term,Medium
412,60,0,Rarely,"Research & Development",7,3,"Life Sciences",F,Manager,M,19509,5,0,33,29,1,1,3,Long-Term,High
413,46,0,Rarely,"Research & Development",18,3,Medical,F,"Manufacturing Director",D,4810,2,0,19,10,3,2,3,Long-Term,Medium
414,42,0,Frequently,"Research & Development",28,4,"Technical Degree",F,"Healthcare Representative",M,4523,0,0,7,6,4,4,2,Medium-Term,Medium
415,24,1,Rarely,Sales,1,1,"Technical Degree",F,"Sales Representative",S,3202,1,1,6,5,2,3,3,Medium-Term,Medium
